Time(s),BoundaryDensity,VideoName
1.969,0.0003703420306706845,12 years_6m.mp4
2.9690000000000003,0.00034197280498173086,12 years_6m.mp4
3.9690000000000003,0.00026948056637236546,12 years_6m.mp4
4.969000000000001,0.00018248886546436136,12 years_6m.mp4
5.969000000000001,0.00011038405656802935,12 years_6m.mp4
6.969000000000001,7.11355125093687e-05,12 years_6m.mp4
7.969000000000002,7.16132216232017e-05,12 years_6m.mp4
8.969000000000001,0.00011248895226246232,12 years_6m.mp4
9.969000000000001,0.000188956895941413,12 years_6m.mp4
10.969000000000001,0.00028726648871631345,12 years_6m.mp4
11.969000000000001,0.0003851772987738423,12 years_6m.mp4
12.969000000000001,0.000461401921773184,12 years_6m.mp4
13.969000000000003,0.0005070648612584972,12 years_6m.mp4
14.969000000000003,0.0005269095671606518,12 years_6m.mp4
15.969000000000003,0.0005294293937456044,12 years_6m.mp4
16.969000000000005,0.0005192070572095986,12 years_6m.mp4
17.969000000000005,0.0005001615243287581,12 years_6m.mp4
18.969000000000005,0.0004806544178988511,12 years_6m.mp4
19.969000000000005,0.00046791600956411146,12 years_6m.mp4
20.969000000000005,0.00045672043905023815,12 years_6m.mp4
21.969000000000005,0.00042933310372776363,12 years_6m.mp4
22.969000000000005,0.0003711514747639459,12 years_6m.mp4
23.969000000000005,0.000286414516777307,12 years_6m.mp4
24.969000000000005,0.0001983959028206057,12 years_6m.mp4
25.96900000000001,0.00013683453650837328,12 years_6m.mp4
26.96900000000001,0.00012653941310458624,12 years_6m.mp4
27.96900000000001,0.00018314184913682092,12 years_6m.mp4
28.96900000000001,0.00030974907080060047,12 years_6m.mp4
29.96900000000001,0.0004904749296486062,12 years_6m.mp4
30.96900000000001,0.0006909635366892091,12 years_6m.mp4
31.96900000000001,0.0008798681800078746,12 years_6m.mp4
32.96900000000001,0.0010642379060255296,12 years_6m.mp4
33.96900000000001,0.0013051839451431505,12 years_6m.mp4
34.96900000000001,0.001687310721703471,12 years_6m.mp4
35.96900000000001,0.0022625021200518764,12 years_6m.mp4
36.96900000000001,0.0030243499775902704,12 years_6m.mp4
37.96900000000001,0.003939170955233965,12 years_6m.mp4
38.96900000000001,0.004984903434461183,12 years_6m.mp4
39.96900000000001,0.006124409155792092,12 years_6m.mp4
40.96900000000001,0.0072195147824551205,12 years_6m.mp4
41.96900000000001,0.007995719621042176,12 years_6m.mp4
42.96900000000001,0.008152610855332563,12 years_6m.mp4
43.96900000000001,0.007569798217702502,12 years_6m.mp4
44.96900000000001,0.0064445786126642686,12 years_6m.mp4
45.96900000000001,0.005247136614415396,12 years_6m.mp4
46.96900000000001,0.004522993463236846,12 years_6m.mp4
47.96900000000001,0.004654618605585109,12 years_6m.mp4
48.96900000000001,0.005680868278821585,12 years_6m.mp4
49.969000000000015,0.0072450948111514105,12 years_6m.mp4
50.969000000000015,0.008724036590361315,12 years_6m.mp4
51.969000000000015,0.009512466193427636,12 years_6m.mp4
52.969000000000015,0.009309086771361467,12 years_6m.mp4
53.969000000000015,0.008214871506770912,12 years_6m.mp4
54.969000000000015,0.006601467529205578,12 years_6m.mp4
55.969000000000015,0.004889201019680361,12 years_6m.mp4
56.969000000000015,0.00339559259392962,12 years_6m.mp4
57.969000000000015,0.0022949307361851737,12 years_6m.mp4
58.969000000000015,0.0016387177018361454,12 years_6m.mp4
59.969000000000015,0.0013968950813590425,12 years_6m.mp4
60.969000000000015,0.001512696462224386,12 years_6m.mp4
61.969000000000015,0.001951113322299763,12 years_6m.mp4
62.969000000000015,0.0026963710193071947,12 years_6m.mp4
63.969000000000015,0.003684403238471629,12 years_6m.mp4
64.96900000000001,0.004732580697910554,12 years_6m.mp4
65.96900000000001,0.005559781388011132,12 years_6m.mp4
66.96900000000001,0.005916835548134905,12 years_6m.mp4
67.96900000000001,0.005735499912708108,12 years_6m.mp4
68.96900000000001,0.005174348163393738,12 years_6m.mp4
69.96900000000001,0.004523812452452561,12 years_6m.mp4
70.96900000000001,0.004044076944288732,12 years_6m.mp4
71.96900000000001,0.0038530551441535,12 years_6m.mp4
72.96900000000001,0.00393620528174581,12 years_6m.mp4
73.96900000000001,0.0042535764393732975,12 years_6m.mp4
74.96900000000001,0.004834108929862208,12 years_6m.mp4
75.96900000000001,0.0057458972666973385,12 years_6m.mp4
76.96900000000001,0.00694668455105679,12 years_6m.mp4
77.96900000000001,0.00816405728219831,12 years_6m.mp4
78.96900000000001,0.008963608324218341,12 years_6m.mp4
79.96900000000001,0.008988897960273867,12 years_6m.mp4
80.96900000000001,0.008176949425358836,12 years_6m.mp4
81.96900000000001,0.006773696988920074,12 years_6m.mp4
82.96900000000001,0.005164858302504575,12 years_6m.mp4
83.96900000000001,0.0036800312247342575,12 years_6m.mp4
84.96900000000001,0.0024982931774665297,12 years_6m.mp4
85.96900000000001,0.0016641554299978792,12 years_6m.mp4
86.96900000000001,0.0011465745951550063,12 years_6m.mp4
87.96900000000001,0.0008818152092250287,12 years_6m.mp4
88.96900000000001,0.0007898942607425566,12 years_6m.mp4
89.96900000000001,0.0007865105071700328,12 years_6m.mp4
90.96900000000001,0.0008052045266148142,12 years_6m.mp4
91.96900000000001,0.0008189523569472441,12 years_6m.mp4
