ParticipantID,VideoName,BoundaryTime(s)
29,backToFuture.mp4,3.002
29,backToFuture.mp4,22.885
29,backToFuture.mp4,53.443
29,backToFuture.mp4,80.933
29,backToFuture.mp4,90.556
29,backToFuture.mp4,113.358
29,backToFuture.mp4,120.362
29,backToFuture.mp4,125.451
29,backToFuture.mp4,146.633
29,backToFuture.mp4,152.205
29,backToFuture.mp4,178.477
29,backToFuture.mp4,191.636
29,backToFuture.mp4,204.43
29,backToFuture.mp4,219.159
29,backToFuture.mp4,224.946
29,backToFuture.mp4,243.194
29,backToFuture.mp4,252.62
29,backToFuture.mp4,279.039
29,backToFuture.mp4,296.203
29,backToFuture.mp4,303.276
29,backToFuture.mp4,317.02
29,backToFuture.mp4,329.696
